mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,rms_mean,zcr_mean,filename,sr,duration_sec
-394.3877258300781,141.01734924316406,78.27574157714844,62.52342987060547,5.093875885009766,29.972332000732422,-9.076297760009766,35.96281051635742,3.056077718734741,13.795685768127441,-3.986630916595459,18.992462158203125,-8.147802352905273,23.586320877075195,-1.1117984056472778,13.165435791015625,-5.851550579071045,17.767332077026367,2.41833233833313,6.852547645568848,-5.807412624359131,14.784919738769531,0.9871864318847656,7.202436923980713,0.6807810664176941,9.335470199584961,0.07199127972126007,0.04993454953457447,101415-3-0-2.wav,16000,3.0
-276.81292724609375,78.6785888671875,165.0737762451172,24.66200065612793,12.448522567749023,28.403181076049805,-49.941104888916016,31.67917251586914,-6.442586898803711,7.610659599304199,-25.60253143310547,10.774482727050781,-42.37649154663086,12.59959888458252,-32.08652114868164,9.187881469726562,-26.38813591003418,10.209733009338379,3.1465985774993896,12.058914184570312,-13.359455108642578,12.074658393859863,7.372716903686523,7.552164554595947,-12.518364906311035,10.507936477661133,0.11578842997550964,0.05760160405585106,101415-3-0-3.wav,16000,3.0
-373.1410827636719,143.45266723632812,71.29673767089844,54.417476654052734,2.810295820236206,27.10525131225586,-2.7948036193847656,31.610233306884766,2.9270641803741455,12.235909461975098,-5.949721813201904,18.55413818359375,-10.258955955505371,22.421537399291992,-2.822996139526367,14.767582893371582,-5.971067905426025,17.751005172729492,5.728689670562744,5.819039821624756,-1.9005225896835327,11.315662384033203,-0.6956327557563782,9.011526107788086,-2.6206352710723877,9.410466194152832,0.055665209889411926,0.0627908909574468,101415-3-0-8.wav,16000,3.0
-298.2601318359375,225.7601318359375,49.2832145690918,45.16797637939453,-29.376026153564453,30.48820686340332,-3.0573010444641113,18.281972885131836,-9.241610527038574,10.447152137756348,2.2620322704315186,5.663435459136963,-2.55432391166687,6.017173767089844,5.715585231781006,6.815515041351318,1.5794905424118042,5.976156234741211,6.371269226074219,7.816562175750732,8.094934463500977,9.897032737731934,3.4781603813171387,7.365082263946533,1.386954665184021,6.322442054748535,0.06505730003118515,0.08742831615691489,102106-3-0-0.wav,16000,3.0
-304.5774230957031,182.1300048828125,108.57074737548828,51.29730224609375,24.60535430908203,24.36778450012207,10.135062217712402,9.094491004943848,-6.168921947479248,10.750596046447754,1.0055139064788818,6.195901393890381,0.2761855125427246,5.77166748046875,6.391039848327637,4.197073459625244,1.699844241142273,4.742161273956299,1.6641926765441895,4.564112186431885,-2.280783176422119,6.074981689453125,6.24780797958374,4.292556285858154,7.840421676635742,5.069743633270264,0.04891016706824303,0.0449478474069149,102305-6-0-0.wav,16000,3.0
-156.396484375,15.5421724319458,100.84219360351562,13.741284370422363,37.423057556152344,10.364045143127441,27.001630783081055,7.492916584014893,9.144180297851562,7.862847805023193,9.277161598205566,6.977562427520752,-2.1973915100097656,5.823197841644287,-0.16569434106349945,4.66148567199707,-7.998014450073242,3.8266983032226562,-3.3101251125335693,3.6541950702667236,-7.728280544281006,3.3984012603759766,1.0373281240463257,3.7035675048828125,1.4365445375442505,5.135486602783203,0.10841198265552521,0.06729970079787234,102842-3-0-1.wav,16000,3.0
-50.71152877807617,23.26904296875,99.47728729248047,12.687958717346191,21.00347900390625,11.790424346923828,17.842437744140625,10.572352409362793,4.251401424407959,8.101469993591309,6.932446002960205,5.985409259796143,-6.699775695800781,6.661424160003662,-1.7055631875991821,6.7311811447143555,-2.177504777908325,5.144702911376953,6.320258140563965,5.027114391326904,0.009211297146975994,4.526569366455078,5.588900089263916,4.626553058624268,5.971142292022705,4.254428863525391,0.18485641479492188,0.07495636635638298,102842-3-1-0.wav,16000,3.0
-95.5333480834961,25.23497200012207,82.63321685791016,12.265030860900879,17.96175765991211,14.794903755187988,22.20248794555664,10.16159439086914,8.323546409606934,6.989525318145752,9.409550666809082,5.544954299926758,-2.3807530403137207,7.391407489776611,2.9752135276794434,6.765695571899414,0.3768988251686096,7.138921737670898,5.9824934005737305,4.748110771179199,-0.27820318937301636,4.261224269866943,7.820400238037109,4.410315990447998,5.175419330596924,5.090259075164795,0.10123001039028168,0.09880942486702128,102842-3-1-5.wav,16000,3.0
-112.60113525390625,25.644283294677734,80.37295532226562,14.503954887390137,16.91088104248047,14.34571361541748,19.29790496826172,10.835819244384766,6.1665544509887695,7.170584201812744,8.56137466430664,6.748931884765625,-0.08689189702272415,7.177290439605713,3.7894105911254883,6.473179340362549,-2.5028913021087646,6.237160682678223,5.752871990203857,4.4836039543151855,1.3504128456115723,4.669468402862549,7.731542587280273,4.724268436431885,5.087745666503906,4.748030662536621,0.08782882988452911,0.10443504820478723,102842-3-1-6.wav,16000,3.0
50.8730354309082,36.582603454589844,66.11717987060547,16.84954071044922,2.287137269973755,3.9414749145507812,11.217422485351562,4.324569225311279,-12.218865394592285,3.950523853302002,10.227317810058594,4.040204048156738,-8.498895645141602,3.8556926250457764,9.996912002563477,3.627436637878418,-7.211842060089111,2.980116128921509,1.8530734777450562,3.9604251384735107,-3.667799234390259,3.78056001663208,3.5724539756774902,3.127513885498047,1.5352541208267212,3.654575824737549,0.20394431054592133,0.212890625,103074-7-0-0.wav,16000,3.0
